,names,scores,logfoldchanges,pvals,pvals_adj
10017,Nin,0.9546163,0.11429083,0.3398281321981935,0.45894183894632923
10018,Acbd5,0.9534741,0.07481034,0.3404058349411683,0.4594846334991124
10019,Rtl5,0.9529639,0.20451152,0.34066092102079404,0.4597243665026637
10020,Cr1l,0.9523319,0.07544779,0.34098515392220163,0.4601270366018641
10021,Gm14401,0.9515356,1.2144896,0.3414021397294803,0.46048026727170943
10022,Hdgfl3,0.9508017,0.08781379,0.34176071063792013,0.46085914010264983
10023,Cndp1,0.9501982,0.37924594,0.3420642924513757,0.46116370564526904
10024,Pgam2,0.94962853,0.25403526,0.3423536754974027,0.461396680102921
10025,Adam4,0.94792557,0.3489459,0.34322048501841584,0.46242744800380003
10026,Usp9x,0.94790703,0.0590503,0.34323547432731494,0.46242744800380003
10027,Begain,0.9477382,0.37208912,0.34331510184323144,0.46246472020656276
10028,Dlx5,0.94732267,1.0853168,0.34354400748548664,0.462738050188548
10029,Kcns3,0.9470779,1.3325274,0.34367526210552446,0.4628447957538273
10030,5430403G16Rik,0.94614637,0.14734712,0.3441289058721564,0.46328048135867367
10031,C130074G19Rik,0.9458222,0.56280965,0.34429833005649424,0.4634735139533841
10032,Gm12927,0.94526815,1.0717988,0.3445785505818063,0.4637157611261691
10033,Gm43604,0.9450397,0.8549927,0.3446978712137587,0.463800900113758
10034,Kdm1b,0.94472176,0.15666753,0.3448532279299735,0.4639397972302569
10035,Dlgap2,0.94358283,0.39323878,0.34543547112897477,0.4646177562411781
10036,Nek3,0.94281584,0.16829328,0.3458290863746073,0.46500662769814244
10037,Pml,0.9424538,0.11844477,0.34601375664332923,0.46515056875405747
10038,Hist2h3c1,0.94244903,0.53539145,0.3460145326332851,0.46515056875405747
10039,Gabrq,0.94240075,0.64339644,0.34604781060273837,0.465160174348946
10040,Cdc14b,0.941626,0.08202433,0.3464401372331797,0.4656229940008536
10041,Gm16133,0.94082993,0.5168278,0.34684457714057193,0.4660264436453187
10042,Fgfbp1,0.94081897,0.15876181,0.3468493441243361,0.4660264436453187
10043,Gm12972,0.9402487,3.4050465,0.3472016531391783,0.46635899682141363
10044,Stim2,0.94021213,0.108616166,0.34716173308389864,0.46634056666616824
10045,Gm28760,0.9400725,1.8809438,0.34726937146827197,0.46641475983816805
10046,Kansl3,0.93981904,0.07643447,0.34736821645229565,0.4664817484603661
10047,Man2b2,0.9398001,0.28669193,0.34737207973764805,0.4664817484603661
10048,Csrnp3,0.9383518,0.17437918,0.3481155504262605,0.4672555257100175
10049,A030014E15Rik,0.9379515,1.015726,0.34833306259907204,0.4674554066845207
10050,Sox3,0.9372707,0.2872722,0.3486710076235775,0.46776785768010853
10051,Herc4,0.93684554,0.08282675,0.348894208005463,0.4679967522605306
10052,Nsun4,0.93647444,0.11212439,0.3490824996651496,0.46817875934596614
10053,Tarbp1,0.93456805,0.13083765,0.3500634290848258,0.4693175444535587
10054,Phf24,0.93446124,1.8031967,0.3501513528342648,0.4694000663089255
10055,Lmcd1,0.9343104,0.281727,0.3501968913844403,0.46942575997010605
10056,Rbm4,0.9337399,0.14970034,0.3504902187025808,0.46974820366733966
10057,Mdfic,0.9332126,0.15448958,0.3507642640864077,0.47003412920196047
10058,Rtl6,0.9329339,0.13796236,0.3509054415726113,0.4701631057578081
10059,Gm10642,0.9323403,0.87709624,0.3512197083737709,0.470548758772627
